Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
Top 1,1,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Charlie Hughes,R,R,Fastball,Groundout,Ground Ball,Straightaway,0,0.272729676,0.766696947
Top 1,1,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Curveball,Called Strike,,,0,-0.501578885,0.276392727
Top 1,1,1,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Curveball,Swinging Strike,,,0,1.29868852,0.123172658
Top 1,1,1,0,2,'0-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Fastball,Foul,,,0,0.563095387,0.345341758
Top 1,1,1,0,2,'0-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Curveball,Single,Line Drive,Straightaway,0,0.234014248,0.843306981
Top 1,1,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,1.15,Ashton Abols,Charlie Hughes,R,R,Fastball,Swinging Strike,,,100,-0.153140033,0.889273001
Top 1,1,1,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,1.18,Ashton Abols,Charlie Hughes,R,R,Fastball,Foul,,,100,0.156583392,0.383646775
Top 1,1,1,0,2,'0-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,1.21,Ashton Abols,Charlie Hughes,R,R,Fastball,Strikeout Swinging,,,100,-0.404790315,0.835645977
Top 1,1,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,1.23,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Ball,,,100,-1.430749159,0.850967984
Top 1,1,2,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Single,Line Drive,Straightaway,100,-0.772586882,0.927578019
Top 1,1,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Curveball,Ball,,,110,-0.637082884,1.111442101
Top 1,1,2,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Swinging Strike,,,110,0.059794822,0.812662967
Top 1,1,2,1,1,'1-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Foul,,,110,0.659883957,0.245748713
Top 1,1,2,1,2,'1-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Fastball,Single,Ground Ball,Opposite Field,110,0.640526243,0.812662967
Top 1,1,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Preston Vieira,Charlie Hughes,R,R,Fastball,Flyout,Fly Ball,Opposite Field,111,0.214656534,0.544527847
Bottom 1,1,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Breaking Ball,Called Strike,,,0,-0.579009741,0.215104699
Bottom 1,1,0,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Fastball,Foul,,,0,-0.753229168,0.30703674
Bottom 1,1,0,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Breaking Ball,Ball,,,0,-0.695156026,-0.658249692
Bottom 1,1,0,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Breaking Ball,Ball,,,0,1.39547709,0.827984974
Bottom 1,1,0,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Fastball,Foul,,,0,-0.249928603,0.192121689
Bottom 1,1,0,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Offspeed,Groundout,Ground Ball,Pull,0,-0.482221171,0.146155668
Bottom 1,1,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Called Strike,,,0,-0.114424605,0.429612795
Bottom 1,1,1,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Breaking Ball,Ball,,,0,-1.411391445,0.215104699
Bottom 1,1,1,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Offspeed,Ball,,,0,-0.249928603,-0.175606476
Bottom 1,1,1,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Offspeed,Called Strike,,,0,-0.695156026,0.690086912
Bottom 1,1,1,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Breaking Ball,Foul,,,0,0.679241671,0.207443696
Bottom 1,1,1,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Strikeout Looking,,,0,-0.056351462,0.153816672
Bottom 1,1,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Offspeed,Called Strike,,,0,-0.598367455,0.621137881
Bottom 1,1,2,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Foul,,,0,0.214656534,-0.076013431
Bottom 1,1,2,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Strikeout Swinging,,,0,0.040437108,0.896934005
Top 2,2,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Called Strike,,,0,0.408233674,0.659442898
Top 2,2,0,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Curveball,Called Strike,,,0,-0.733871454,0.276392727
Top 2,2,0,0,2,'0-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Curveball,Strikeout Swinging,,,0,0.117867964,0.215104699
Top 2,2,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Fastball,Flyout,Fly Ball,Straightaway,0,0.214656534,0.720730926
Top 2,2,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Curveball,Ball,,,0,0.253371962,0.950561029
Top 2,2,2,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Fastball,Groundout,Ground Ball,Straightaway,0,0.272729676,0.644120892
Bottom 2,2,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Fastball,Ball,,,0,0.582453101,-0.290521528
Bottom 2,2,0,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Fastball,Ball,,,0,-1.140383448,0.79734096
Bottom 2,2,0,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Fastball,Foul,,,0,0.253371962,0.184460686
Bottom 2,2,0,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Offspeed,Flyout,Fly Ball,Opposite Field,0,0.369518246,0.667103902
Bottom 2,2,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Breaking Ball,Ball,,,0,-0.656440598,-0.298182531
Bottom 2,2,1,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Fastball,Double,Line Drive,Pull,0,0.311445104,0.107850651
Bottom 2,2,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Fastball,Ball,,,10,0.834103383,-0.198589486
Bottom 2,2,1,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Offspeed,Foul,,,10,-0.695156026,0.713069922
Bottom 2,2,1,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Offspeed,Foul,,,10,-0.598367455,0.337680754
Bottom 2,2,1,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Fastball,Foul,,,10,0.524379959,0.812662967
Bottom 2,2,1,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Breaking Ball,Single,Line Drive,Straightaway,10,0.369518246,0.429612795
Bottom 2,2,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Fastball,Foul,,,10,0.466306817,0.30703674
Bottom 2,2,1,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Fastball,Foul,,,10,-0.153140033,0.353002761
Bottom 2,2,1,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Breaking Ball,Strikeout Swinging,,,10,0.311445104,-0.106657445
Bottom 2,2,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Ball,,,10,0.563095387,0.75137494
Bottom 2,2,2,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Ball,,,10,-0.71451374,-0.420758586
Bottom 2,2,2,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Ball,,,10,0.969607381,-0.328826545
Bottom 2,2,2,3,0,'3-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Fastball,Walk,,,1,1.337403948,0.881611998
Bottom 2,2,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Fastball,Ball,,,101,-1.411391445,1.134425111
Bottom 2,2,2,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Fastball,Called Strike,,,101,-0.753229168,0.697747916
Bottom 2,2,2,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Fastball,Double,Line Drive,Opposite Field,101,-0.540294313,0.628798885
Bottom 2,2,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Fastball,Called Strike,,,11,-1.121025734,0.827984974
Bottom 2,2,2,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Offspeed,Flyout,Fly Ball,Opposite Field,11,-1.353318303,0.03890162
Top 3,3,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Charlie Hughes,R,R,Fastball,Foul,,,0,-0.288644031,0.52920584
Top 3,3,0,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Charlie Hughes,R,R,Curveball,Single,Line Drive,Straightaway,0,-0.017636034,0.850967984
Top 3,3,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Fastball,Groundout,Ground Ball,Opposite Field,100,-0.71451374,0.674764905
Top 3,3,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Ball,,,10,-0.346717173,1.096120094
Top 3,3,1,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Ball,,,10,-0.850017738,1.134425111
Top 3,3,1,2,0,'2-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Ball,,,10,-0.733871454,1.088459091
Top 3,3,1,3,0,'3-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Called Strike,,,10,0.253371962,0.628798885
Top 3,3,1,3,1,'3-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Swinging Strike,,,10,-0.269286317,0.79734096
Top 3,3,1,3,2,'3-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Fastball,Walk,,,1,0.29208739,1.088459091
Top 3,3,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Ball,,,101,-1.314602875,0.927578019
Top 3,3,1,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Ball,,,101,-1.217814305,1.157408122
Top 3,3,1,2,0,'2-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Ball,,,101,-0.656440598,1.134425111
Top 3,3,1,3,0,'3-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Called Strike,,,101,0.717957099,0.375985771
Top 3,3,1,3,1,'3-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Charlie Hughes,L,R,Fastball,Groundout,Ground Ball,Pull,101,0.137225678,0.55218885
Top 3,3,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Curveball,Foul,,,100,-0.269286317,0.398968782
Top 3,3,2,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,1.28,Lucas Bateman,Charlie Hughes,R,R,Fastball,Ball,,,100,-0.482221171,1.096120094
Top 3,3,2,1,1,'1-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Charlie Hughes,R,R,Curveball,Double,Line Drive,Straightaway,100,0.311445104,0.276392727
Top 3,3,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Preston Vieira,Charlie Hughes,R,R,Curveball,Ball,,,10,-0.71451374,1.157408122
Top 3,3,2,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Preston Vieira,Charlie Hughes,R,R,Changeup,Ball,,,10,1.008322809,-0.091335438
Top 3,3,2,2,0,'2-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Preston Vieira,Charlie Hughes,R,R,Fastball,Groundout,Ground Ball,Straightaway,10,0.466306817,0.360663764
Bottom 3,3,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Offspeed,Ball,,,0,-0.946806308,-0.520351631
Bottom 3,3,0,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Ball,,,0,-1.546895443,0.973544039
Bottom 3,3,0,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Breaking Ball,Called Strike,,,0,-0.675798312,0.674764905
Bottom 3,3,0,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Foul,,,0,-0.288644031,0.873950995
Bottom 3,3,0,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Offspeed,Ball,,,0,-0.791944596,-0.321165541
Bottom 3,3,0,3,2,'3-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Breaking Ball,Foul,,,0,-1.217814305,0.107850651
Bottom 3,3,0,3,2,'3-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Walk,,,0,1.472907946,0.28405373
Bottom 3,3,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,1.04,Jaden Leeder,Gavin McLean,R,R,Fastball,Ball,,,100,-1.19845659,0.682425909
Bottom 3,3,0,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,1.07,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Ball,,,100,0.505022245,-0.313504538
Bottom 3,3,0,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Offspeed,Ball,,,10,-1.217814305,0.766696947
Bottom 3,3,0,3,0,'3-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Fastball,Called Strike,,,10,0.543737673,0.230426706
Bottom 3,3,0,3,1,'3-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Fastball,Walk,,,10,1.821346799,-0.0070644
Bottom 3,3,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Fastball,Called Strike,,,110,0.814745669,0.421951792
Bottom 3,3,0,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Breaking Ball,Ball,,,110,-1.372676017,-0.0070644
Bottom 3,3,0,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Breaking Ball,Ball,,,1,-1.237172019,0.460256809
Bottom 3,3,0,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Gavin McLean,R,R,Fastball,Single,Ground Ball,Straightaway,1,0.524379959,0.368324768
Bottom 3,3,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,1.03,Flynn Matheson,Gavin McLean,R,R,Breaking Ball,Ball,,,100,0.776030241,-0.367131562
Bottom 3,3,0,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Breaking Ball,Called Strike,,,100,-0.191855461,0.644120892
Bottom 3,3,0,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Breaking Ball,Ball,,,100,0.524379959,-0.290521528
Bottom 3,3,0,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Fastball,Swinging Strike,,,100,0.156583392,-0.076013431
Bottom 3,3,0,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Breaking Ball,Ball,,,100,1.182542236,-0.305843534
Bottom 3,3,0,3,2,'3-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Gavin McLean,R,R,Fastball,Strikeout Swinging,,,100,-0.71451374,-0.167945473
Bottom 3,3,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Gavin McLean,R,R,Fastball,Double,Line Drive,Pull,100,-0.230570889,0.253409716
Bottom 3,3,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Breaking Ball,Ball,,,11,1.376119376,-0.374792565
Bottom 3,3,1,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Breaking Ball,Called Strike,,,1,-0.579009741,0.659442898
Bottom 3,3,1,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brady Campbell,Gavin McLean,R,R,Breaking Ball,Groundout,Ground Ball,Straightaway,1,0.485664531,-0.2292335
Bottom 3,3,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Fastball,Ball,,,1,-0.869375452,-0.244555507
Bottom 3,3,2,1,0,'1-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Ball,,,1,-0.366074887,-0.175606476
Bottom 3,3,2,2,0,'2-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Fastball,Foul,,,1,-0.036993748,0.184460686
Bottom 3,3,2,2,1,'2-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Called Strike,,,1,0.29208739,0.567510857
Bottom 3,3,2,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Brayden Sowrey,Gavin McLean,R,R,Breaking Ball,Strikeout Looking,,,1,0.892176525,-0.106657445
Top 4,4,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Charlie Hughes,R,R,Fastball,Flyout,Fly Ball,Pull,0,-0.540294313,0.299375737
Top 4,4,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Fastball,Ball,,,0,0.38887596,1.119103104
Top 4,4,1,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Charlie Hughes,R,R,Curveball,Flyout,Fly Ball,Straightaway,0,-0.133782319,0.636459888
Top 4,4,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Fastball,Swinging Strike,,,0,0.175941106,0.444934802
Top 4,4,2,0,1,'0-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Fastball,Ball,,,0,1.589054231,0.858628988
Top 4,4,2,1,1,'1-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Fastball,Swinging Strike,,,0,0.485664531,0.904595008
Top 4,4,2,1,2,'1-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Charlie Hughes,R,R,Curveball,Strikeout Swinging,,,0,0.892176525,-0.328826545
Bottom 4,4,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Gavin McLean,L,R,Breaking Ball,Single,Fly Ball,Straightaway,100,-0.579009741,0.245748713
Bottom 4,4,0,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Gavin McLean,L,R,Fastball,Sacrifice Bunt,Ground Ball,Opposite Field,10,-0.617725169,0.544527847
Bottom 4,4,1,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Foul,,,10,0.466306817,-0.175606476
Bottom 4,4,1,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Ball,,,10,-0.114424605,1.119103104
Bottom 4,4,1,1,1,'1-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Foul,,,1,-0.133782319,-0.098996442
Bottom 4,4,1,1,2,'1-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Fastball,Ball,,,1,1.627769659,0.28405373
Bottom 4,4,1,2,2,'2-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Gavin McLean,L,R,Breaking Ball,Strikeout Looking,,,1,-0.733871454,0.291714734
Bottom 4,4,2,0,0,'0-0,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Called Strike,,,1,0.427591388,0.100189648
Bottom 4,4,2,0,1,'0-1,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Fastball,Foul,,,1,-0.288644031,-0.213911493
Bottom 4,4,2,0,2,'0-2,2025-09-05,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Gavin McLean,R,R,Breaking Ball,Strikeout Swinging,,,1,-0.617725169,0.674764905
Top 5,5,0,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Charlie Hughes,R,R,Fastball,Popout,Pop Up,Opposite Field,0,-0.366074887,0.858628988
Top 5,5,1,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Fastball,Ball,,,0,-0.675798312,1.119103104
Top 5,5,1,1,0,'1-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Curveball,Called Strike,,,0,-0.482221171,0.130833661
Top 5,5,1,1,1,'1-1,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Fastball,Called Strike,,,0,-0.656440598,0.667103902
Top 5,5,1,1,2,'1-2,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Charlie Hughes,R,R,Curveball,Groundout,Ground Ball,Opposite Field,0,-0.172497747,-0.152623466
Top 5,5,2,0,0,'0-0,2025-09-05,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Charlie Hughes,R,R,Curveball,Called Strike,,,0,-0.346717173,0.345341758
