Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
Top 6,6,2,3,1,'3-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,RJ Moniz,R,L,Fastball,Single,Ground Ball,Straightaway,11,0.255614286,0.424084806
Top 6,6,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,RJ Moniz,R,L,Fastball,Swinging Strike,,,101,0.4963,0.30684947
Top 6,6,2,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,,,,,,Truncated Out,,,0,,
Bottom 6,6,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Kyle Tamaki,L,R,Fastball,Ball,,,0,-0.5405,-0.184073498
Bottom 6,6,0,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Kyle Tamaki,L,R,Fastball,Ball,,,0,-0.466442857,1.252059364
Bottom 6,6,0,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Kyle Tamaki,L,R,Breaking Ball,Ball,,,0,1.773785714,-0.037529329
Bottom 6,6,0,3,0,'3-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Kyle Tamaki,L,R,Fastball,Called Strike,,,0,0.255614286,0.680537103
Bottom 6,6,0,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Kyle Tamaki,L,R,Fastball,Ball,,,0,-0.262785714,1.112842403
Bottom 6,6,0,4,1,'4-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Kyle Tamaki,L,R,Fastball,Walk,,,0,-1.373642857,0.717173145
Bottom 6,6,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,0.98,Tobey Drennan,Kyle Tamaki,R,R,Breaking Ball,Ball,,,100,1.310928571,-0.381908127
Bottom 6,6,0,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,1.05,Tobey Drennan,Kyle Tamaki,R,R,Fastball,Ball,,,100,1.570128571,0.218922968
Bottom 6,6,0,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Tobey Drennan,Kyle Tamaki,R,R,,Caught Stealing,,,10,,
Bottom 6,6,1,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Tobey Drennan,Kyle Tamaki,R,R,Fastball,Triple,Fly Ball,Straightaway,0,0.4963,0.856390106
Bottom 6,6,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Kyle Tamaki,L,R,Breaking Ball,Ball,,,1,-0.4109,1.142151237
Bottom 6,6,1,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Kyle Tamaki,L,R,Fastball,Ball,,,1,-1.484728571,1.046897527
Bottom 6,6,1,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Kyle Tamaki,L,R,Fastball,Ball,,,1,-0.762671429,-0.411216961
Bottom 6,6,1,3,0,'3-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Kyle Tamaki,L,R,Fastball,Called Strike,,,1,-0.596042857,0.775790813
Bottom 6,6,1,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Kyle Tamaki,L,R,Breaking Ball,Walk,,,1,0.681442857,-0.330617668
Bottom 6,6,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Fastball,Ball,,,101,0.866585714,1.12749682
Bottom 6,6,1,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Fastball,Swinging Strike,,,101,0.274128571,0.358139929
Bottom 6,6,1,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Fastball,Ball,,,101,1.477557143,-0.059510954
Bottom 6,6,1,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Fastball,Called Strike,,,101,0.6259,0.827081272
Bottom 6,6,1,2,2,'2-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Breaking Ball,Foul,,,101,-0.355357143,0.365467138
Bottom 6,6,1,2,2,'2-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Breaking Ball,Ball,,,101,0.1075,0.944316608
Bottom 6,6,1,3,2,'3-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Bryson Kraan,R,R,Breaking Ball,Walk,,,101,0.329671429,-0.374580919
Bottom 6,6,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Bryson Kraan,R,R,Fastball,Ball,,,111,-0.133185714,-0.235363958
Bottom 6,6,1,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Bryson Kraan,R,R,Fastball,Called Strike,,,111,0.607385714,0.365467138
Bottom 6,6,1,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Bryson Kraan,R,R,Fastball,Called Strike,,,111,0.829557143,0.45339364
Bottom 6,6,1,1,2,'1-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Bryson Kraan,R,R,Breaking Ball,Flyout,Fly Ball,Opposite Field,111,0.4963,0.336158304
Bottom 6,6,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Bryson Kraan,R,R,Breaking Ball,Called Strike,,,1,-0.133185714,0.687864311
Bottom 6,6,2,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Bryson Kraan,R,R,Breaking Ball,Ball,,,1,-1.281071429,0.856390106
Bottom 6,6,2,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Bryson Kraan,R,R,Fastball,Ball,,,1,0.477785714,-0.323290459
Bottom 6,6,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Bryson Kraan,R,R,Breaking Ball,Single,Fly Ball,Pull,1,-0.207242857,0.292195053
Bottom 6,6,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Bryson Kraan,R,R,Breaking Ball,Foul,,,100,-0.040614286,0.240904594
Bottom 6,6,2,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Bryson Kraan,R,R,Breaking Ball,Ball,,,100,-0.614557143,-0.374580919
Bottom 6,6,2,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,1.64,Nolan Phelan,Bryson Kraan,R,R,Fastball,Swinging Strike,,,100,-0.336842857,0.343485512
Bottom 6,6,2,1,2,'1-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Bryson Kraan,R,R,Breaking Ball,Flyout,Fly Ball,Straightaway,100,0.422242857,0.248231802
Top 7,7,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Dante Cifala,R,R,Fastball,Swinging Strike,,,0,-0.559014286,0.915007774
Top 7,7,0,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Dante Cifala,R,R,Fastball,Called Strike,,,0,0.644414286,0.621919435
Top 7,7,0,0,2,'0-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Dante Cifala,R,R,Slurve,Ball,,,0,1.644185714,-0.059510954
Top 7,7,0,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Dante Cifala,R,R,Fastball,Foul,,,0,-0.447928571,0.490029682
Top 7,7,0,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Dante Cifala,R,R,Slurve,Strikeout Swinging,,,0,-0.207242857,0.658555477
Top 7,7,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Dante Cifala,R,R,Fastball,Single,Ground Ball,Pull,0,0.163042857,0.468048057
Top 7,7,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.36,Jack Symington,Dante Cifala,R,R,Slurve,Ball,,,100,1.236871429,-0.36725371
Top 7,7,1,1,0,'1-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Dante Cifala,R,R,Fastball,Swinging Strike,,,10,0.4963,0.321503887
Top 7,7,1,1,1,'1-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Dante Cifala,R,R,Fastball,Groundout,Ground Ball,Straightaway,10,0.311157143,0.387448763
Top 7,7,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Dante Cifala,R,R,Fastball,Swinging Strike,,,1,0.4963,0.152978092
Top 7,7,2,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Dante Cifala,R,R,Fastball,Called Strike,,,1,0.533328571,0.651228269
Top 7,7,2,0,2,'0-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Dante Cifala,R,R,Fastball,Double,Fly Ball,Pull,1,0.014928571,0.856390106
Top 7,7,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Dante Cifala,L,R,Slurve,Ball,,,10,1.6627,0.204268551
Top 7,7,2,1,0,'1-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Dante Cifala,,,Slurve,Groundout,Ground Ball,Pull,10,-0.521985714,-0.118128622
Top 1,1,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Called Strike,,,0,0.38887596,0.827984974
Top 1,1,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Ball,,,0,1.356761662,0.866289991
Top 1,1,0,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Called Strike,,,0,0.079152536,0.942900026
Top 1,1,0,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Offspeed,Ball,,,0,0.38887596,1.119103104
Top 1,1,0,2,2,'2-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Groundout,Ground Ball,Pull,0,0.756672527,0.75137494
Top 1,1,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Daniel Meron,L,R,Fastball,Single,Line Drive,Straightaway,0,-0.211213175,0.805001964
Top 1,1,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,1.13,Jaden Leeder,Daniel Meron,R,R,Fastball,Called Strike,,,100,0.311445104,0.690086912
Top 1,1,1,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Daniel Meron,R,R,Fastball,Ball,,,100,0.29208739,-0.190928483
Top 1,1,1,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Daniel Meron,R,R,Fastball,Flyout,Fly Ball,Opposite Field,10,0.38887596,0.406629785
Top 1,1,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Daniel Meron,R,R,Breaking Ball,Called Strike,,,1,0.38887596,-0.336487548
Top 1,1,2,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Daniel Meron,R,R,Fastball,Popout,Pop Up,Opposite Field,1,0.29208739,0.904595008
Bottom 1,1,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Fastball,Called Strike,,,0,-0.675798312,0.705408919
Bottom 1,1,0,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Fastball,Ball,,,0,0.717957099,0.276392727
Bottom 1,1,0,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Curveball,Groundout,Ground Ball,Straightaway,0,-0.114424605,0.820323971
Bottom 1,1,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Called Strike,,,0,0.582453101,0.184460686
Bottom 1,1,1,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Curveball,Swinging Strike,,,0,0.19529882,-0.4514026
Bottom 1,1,1,0,2,'0-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Strikeout Looking,,,0,0.679241671,0.827984974
Bottom 1,1,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Ball,,,0,1.666485087,-0.190928483
Bottom 1,1,2,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Fastball,Swinging Strike,,,0,0.408233674,-0.2292335
Bottom 1,1,2,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Changeup,Ball,,,0,0.717957099,-0.367131562
Bottom 1,1,2,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Fastball,Called Strike,,,0,0.505022245,0.26107072
Bottom 1,1,2,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Fastball,Foul,,,0,-0.249928603,0.789679957
Bottom 1,1,2,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Changeup,Ball,,,0,-1.024237164,-0.367131562
Bottom 1,1,2,3,2,'3-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Popout,Pop Up,Straightaway,0,0.311445104,0.169138679
Top 2,2,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Ball,,,0,1.453550232,0.184460686
Top 2,2,0,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Fastball,Foul,,,0,-0.617725169,0.26107072
Top 2,2,0,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Foul,,,0,0.09851025,0.054223627
Top 2,2,0,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Ball,,,0,1.20189995,-0.374792565
Top 2,2,0,2,2,'2-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Fastball,Strikeout Looking,,,0,0.446949103,0.575171861
Top 2,2,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Foul,,,0,0.234014248,0.253409716
Top 2,2,1,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Breaking Ball,Foul,,,0,0.582453101,0.23808771
Top 2,2,1,0,2,'0-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Strikeout Swinging,,,0,0.640526243,1.149747118
Top 2,2,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Called Strike,,,0,0.234014248,0.421951792
Top 2,2,2,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Breaking Ball,Ball,,,0,0.834103383,-0.359470558
Top 2,2,2,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Error,Ground Ball,Straightaway,0,-0.869375452,0.743713936
Top 2,2,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Called Strike,,,100,-1.333960589,0.30703674
Top 2,2,2,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Swinging Strike,,,100,0.234014248,0.590493868
Top 2,2,2,0,2,'0-2,2025-09-07,Brock Badgers,Guelph Gryphons,1.07,Brady Campbell,Daniel Meron,R,R,Fastball,Ball,,,100,0.853461097,0.176799682
Top 2,2,2,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,1.04,Brady Campbell,Daniel Meron,R,R,Breaking Ball,Ball,,,100,1.20189995,-0.344148552
Top 2,2,2,2,2,'2-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Groundout,Ground Ball,Pull,100,0.38887596,0.299375737
Bottom 2,2,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Ball,,,0,0.29208739,-0.550995644
Bottom 2,2,0,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Ball,,,0,1.434192518,0.743713936
Bottom 2,2,0,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Curveball,Foul,,,0,-0.598367455,0.789679957
Bottom 2,2,0,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Changeup,Called Strike,,,0,0.408233674,0.421951792
Bottom 2,2,0,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Changeup,Ball,,,0,-0.211213175,-0.382453569
Bottom 2,2,0,3,2,'3-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Strikeout Looking,,,0,0.679241671,0.153816672
Bottom 2,2,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Curveball,Ball,,,0,-1.237172019,0.169138679
Bottom 2,2,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Fastball,Foul,,,0,-0.230570889,0.345341758
Bottom 2,2,1,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Changeup,Ball,,,0,-1.237172019,0.054223627
Bottom 2,2,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Fastball,Called Strike,,,0,0.175941106,0.736052933
Bottom 2,2,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Fastball,Single,Line Drive,Pull,0,0.427591388,0.28405373
Bottom 2,2,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,1.38,Noah Cantwell,Jack Tiessen,R,R,Fastball,Ball,,,100,0.427591388,-0.121979452
Bottom 2,2,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,1.43,Noah Cantwell,Jack Tiessen,R,R,Fastball,Double,Line Drive,Pull,100,-0.288644031,0.728391929
Bottom 2,2,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,R,R,Curveball,Ball,,,10,-1.372676017,0.345341758
Bottom 2,2,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,R,R,Fastball,Ball,,,10,0.911534239,-0.236894503
Bottom 2,2,1,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,R,R,Fastball,Swinging Strike,,,10,0.311445104,0.598154871
Bottom 2,2,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,R,R,Fastball,Foul,,,10,-0.269286317,0.965883036
Bottom 2,2,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,R,R,Curveball,Foul,,,10,0.698599385,-0.198589486
Bottom 2,2,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,R,R,Curveball,Groundout,Ground Ball,Straightaway,10,0.408233674,0.222765703
Bottom 2,2,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Swinging Strike,,,1,-0.036993748,0.513883833
Bottom 2,2,2,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Ball,,,1,1.530981088,-0.328826545
Bottom 2,2,2,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Ball,,,0,-0.482221171,1.157408122
Bottom 2,2,2,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Curveball,Called Strike,,,0,-0.385432601,0.360663764
Bottom 2,2,2,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Curveball,Ball,,,0,1.569696516,-0.2292335
Bottom 2,2,2,3,2,'3-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Walk,,,0,-1.411391445,0.866289991
Bottom 2,2,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Foul,,,100,0.059794822,0.192121689
Bottom 2,2,2,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Foul,,,100,0.350160532,0.850967984
Bottom 2,2,2,0,2,'0-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Curveball,Ball,,,100,1.705200515,-0.413097582
Bottom 2,2,2,1,2,'1-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Single,Ground Ball,Straightaway,10,-0.172497747,0.50622283
Bottom 2,2,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Fastball,Ball,,,100,-0.017636034,1.165069125
Bottom 2,2,2,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Fastball,Ball,,,100,1.530981088,0.176799682
Bottom 2,2,2,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Fastball,Groundout,Ground Ball,Pull,100,-0.211213175,0.207443696
Top 3,3,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Daniel Meron,L,R,Fastball,Flyout,Fly Ball,Pull,0,0.29208739,0.353002761
Top 3,3,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Offspeed,Ball,,,0,0.524379959,1.119103104
Top 3,3,1,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Single,Ground Ball,Opposite Field,0,0.485664531,0.728391929
Top 3,3,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,1.15,Reid Lunney,Daniel Meron,L,R,Fastball,Ball,,,100,1.29868852,0.965883036
Top 3,3,1,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,1.1,Reid Lunney,Daniel Meron,L,R,Fastball,Foul,,,100,0.350160532,0.483239819
Top 3,3,1,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,1.04,Reid Lunney,Daniel Meron,L,R,Fastball,Double,Line Drive,Straightaway,100,0.021079394,0.75137494
Top 3,3,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Daniel Meron,R,R,Fastball,Called Strike,,,10,0.737314813,0.276392727
Top 3,3,1,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Daniel Meron,R,R,Breaking Ball,Ball,,,10,1.434192518,0.299375737
Top 3,3,1,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Daniel Meron,R,R,Fastball,Groundout,Ground Ball,Pull,10,-0.172497747,0.843306981
Top 3,3,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Daniel Meron,R,R,Fastball,Called Strike,,,1,0.272729676,0.736052933
Top 3,3,2,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Daniel Meron,R,R,Breaking Ball,Flyout,Fly Ball,Opposite Field,1,0.446949103,0.337680754
Bottom 3,3,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Groundout,Ground Ball,Pull,0,-0.462863457,0.299375737
Bottom 3,3,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Called Strike,,,0,0.543737673,0.659442898
Bottom 3,3,1,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Called Strike,,,0,0.659883957,0.084867641
Bottom 3,3,1,0,2,'0-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Ball,,,0,0.621168529,-0.390114572
Bottom 3,3,1,1,2,'1-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Fastball,Ball,,,0,-1.450106873,0.759035943
Bottom 3,3,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Ball,,,0,-0.482221171,-0.328826545
