Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
5,0,1,0,'1-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Liam Riley,Aidan Armitage,R,R,Breaking Ball,Ball,,,0,1.627769659,-0.160284469
5,0,2,0,'2-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Liam Riley,Aidan Armitage,R,R,Breaking Ball,Swinging Strike,,,0,1.414834804,0.245748713
5,0,2,1,'2-1,2025-09-21,Brock Badgers,Waterloo Warriors,,Liam Riley,Aidan Armitage,R,R,Breaking Ball,Ball,,,0,1.782631371,-0.236894503
5,0,3,1,'3-1,2025-09-21,Brock Badgers,Waterloo Warriors,,Liam Riley,Aidan Armitage,R,R,Fastball,Called Strike,,,0,0.582453101,0.498561826
5,0,3,2,'3-2,2025-09-21,Brock Badgers,Waterloo Warriors,,Liam Riley,Aidan Armitage,R,R,Fastball,Flyout,Fly Ball,Pull,0,-0.540294313,0.406629785
5,1,0,0,'0-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Adam Geddes,Aidan Armitage,L,R,Breaking Ball,Ball,,,0,0.621168529,-0.236894503
5,1,1,0,'1-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Adam Geddes,Aidan Armitage,L,R,Breaking Ball,Ball,,,0,1.453550232,-0.275199521
5,1,2,0,'2-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Adam Geddes,Aidan Armitage,L,R,Breaking Ball,Ball,,,0,1.782631371,0.215104699
5,1,3,0,'3-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Adam Geddes,Aidan Armitage,L,R,Fastball,Walk,,,0,-1.333960589,0.697747916
5,1,0,0,'0-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Brayden Sowrey,Aidan Armitage,R,R,Breaking Ball,Called Strike,,,100,0.311445104,0.521544837
